ANOENC,NUMERO,CODIGO,CODIGO 4D,GASTO,CCAA,CAPROV,TAMAMU,TAMANO,TIPHOGAR1,TIPHOGAR7,INTERIN
2022,409,9322,932,189247.41,Cataluña,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,409,9450,945,1455409.41,Cataluña,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,411,9322,932,66745.96,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 7000 a menos de 9000 €
2022,411,9450,945,7917.21,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 7000 a menos de 9000 €
2022,414,9322,932,15036.12,Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,416,9322,932,59472.06,Extremadura,No,Municipio con menos de 10.000 habitantes,Una persona,Una persona de 65 o más años,Persona sola de 65 o más años,De 500 a menos de 1000 €
2022,427,9322,932,99163.97,Canarias,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 500 a menos de 1000 €
2022,427,9450,945,3486160.87,Canarias,Sí,Municipio de 100.000 habitantes o más,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 500 a menos de 1000 €
2022,428,9322,932,43943.61,"Madrid, Comunidad de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,428,9450,945,6847.36,"Madrid, Comunidad de",No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,429,9322,932,134802.08,"Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1000 a menos de 1500 €
2022,431,9322,932,18133.05,Galicia,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1500 a menos de 2000 €
2022,434,9322,932,51595.67,País Vasco,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 2000 a menos de 2500 €
2022,434,9450,945,26485.83,País Vasco,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 2000 a menos de 2500 €
2022,435,9321,932,18.75,Extremadura,Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2022,435,9322,932,685.84,Extremadura,Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2022,435,9450,945,664.41,Extremadura,Sí,Municipio de 100.000 habitantes o más,Cinco personas,Pareja con al menos un hijo de 16 o más años,Pareja con tres o mas hijos,De 3000 a menos de 5000 €
2022,437,9321,932,8594.31,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,437,9322,932,78801.19,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,437,9450,945,9347.17,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,438,9322,932,871907.55,Andalucía,No,Municipio de 100.000 habitantes o más,Tres personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 3000 a menos de 5000 €
2022,440,9450,945,249717.47,"Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,453,9322,932,951498.67,Cataluña,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2022,453,9450,945,1193641.26,Cataluña,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 5000 a menos de 7000 €
2022,458,9322,932,37171.99,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,458,9450,945,45132.01,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,462,9322,932,657706.69,Aragón,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,469,9450,945,11406511.6,Comunitat Valenciana,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Una persona,Una persona de menos de 30 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2022,470,9322,932,321965.65,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,470,9450,945,518607.22,Andalucía,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,471,9322,932,668253.41,Andalucía,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2022,479,9322,932,74567.32,Castilla - La Mancha,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,480,9321,932,73.67,Andalucía,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,480,9322,932,486300.59,Andalucía,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,480,9450,945,18549.96,Andalucía,No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2000 a menos de 2500 €
2022,489,9322,932,1309123.12,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1000 a menos de 1500 €
2022,489,9450,945,918026.62,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1000 a menos de 1500 €
2022,493,9322,932,305381.91,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1000 a menos de 1500 €
2022,494,9321,932,10993.9,Aragón,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,495,9321,932,13.07,País Vasco,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,495,9322,932,496.62,País Vasco,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,495,9450,945,381.18,País Vasco,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,496,9322,932,63539.55,Galicia,No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 1000 a menos de 1500 €
2022,498,9322,932,184069.73,"Murcia, Región de",No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,506,9322,932,31957.82,Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1500 a menos de 2000 €
2022,506,9450,945,2831.72,Castilla y León,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1500 a menos de 2000 €
2022,516,9322,932,1067852.99,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,516,9450,945,3937.34,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,517,9322,932,43048.65,País Vasco,Sí,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 3000 a menos de 5000 €
2022,523,9321,932,9970.32,Extremadura,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,525,9322,932,118526.7,"Asturias, Principado de",No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,527,9322,932,44047.02,"Asturias, Principado de",No,Municipio de 100.000 habitantes o más,Dos personas,"Padre o madre solo, con al menos un hijo de 16 o más años",Un adulto con hijos,De 1500 a menos de 2000 €
2022,528,9450,945,1037466.95,Castilla y León,Sí,Municipio de 100.000 habitantes o más,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 2000 a menos de 2500 €
2022,532,9450,945,480274.42,Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,538,9450,945,299686.37,Extremadura,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 1000 a menos de 1500 €
2022,541,9321,932,72.08,"Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,541,9322,932,34890.95,"Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,541,9450,945,9179.42,"Balears, Illes",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,547,9322,932,81651.91,"Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,547,9450,945,192922.28,"Navarra, Comunidad Foral de",No,Municipio con menos de 10.000 habitantes,Tres personas,Pareja con al menos un hijo de 16 o más años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,551,9321,932,3.37,Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,551,9322,932,165.18,Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,551,9450,945,171.92,Galicia,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,557,9450,945,244049.57,País Vasco,No,Municipio con menos de 10.000 habitantes,Cinco personas,Otros Hogares,Otros tipos de hogares,De 2000 a menos de 2500 €
2022,564,9322,932,152780.15,Aragón,No,Municipio con menos de 10.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 3000 a menos de 5000 €
2022,566,9321,932,3396.87,Andalucía,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,Menos de 500 €
2022,573,9322,932,4820429.6,Cataluña,No,Municipio con 50.000 o más y menos 100.000 habitantes,Dos personas,Pareja sin hijos teniendo los dos miembros menos de 65 años,Pareja sin hijos,De 2000 a menos de 2500 €
2022,577,9322,932,4580834.58,Andalucía,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,577,9450,945,589379.58,Andalucía,Sí,Municipio de 100.000 habitantes o más,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 3000 a menos de 5000 €
2022,583,9450,945,20369682.77,"Madrid, Comunidad de",Sí,Municipio de 100.000 habitantes o más,Tres personas,Otros Hogares,Otros tipos de hogares,De 3000 a menos de 5000 €
2022,585,9322,932,99702.73,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,585,9450,945,11826.45,"Madrid, Comunidad de",No,Municipio de 100.000 habitantes o más,Tres personas,Pareja con un hijo menor de 16 años,Pareja con un hijo,De 2500 a menos de 3000 €
2022,587,9322,932,178633.97,Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Tres personas,Otros Hogares,Otros tipos de hogares,De 2500 a menos de 3000 €
2022,589,9321,932,21.14,Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 5000 a menos de 7000 €
2022,589,9322,932,1074.45,Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 5000 a menos de 7000 €
2022,589,9450,945,1000.47,Andalucía,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Cinco personas,Pareja con tres o más hijos menores de 16 años,Pareja con tres o mas hijos,De 5000 a menos de 7000 €
2022,590,9322,932,199324.67,Cataluña,No,Municipio con 50.000 o más y menos 100.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,591,9322,932,524944.23,Galicia,No,Municipio con menos de 10.000 habitantes,Cuatro personas,Pareja con al menos un hijo de 16 o más años,Pareja con dos hijos,De 2000 a menos de 2500 €
2022,593,9450,945,164689.15,País Vasco,No,Municipio con 10.000 o más y menos de 20.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1500 a menos de 2000 €
2022,597,9322,932,50687.89,"Madrid, Comunidad de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,597,9450,945,6012.45,"Madrid, Comunidad de",No,Municipio con 10.000 o más y menos de 20.000 habitantes,Cuatro personas,Pareja con dos hijos menores de 16 años,Pareja con dos hijos,De 2500 a menos de 3000 €
2022,598,9450,945,4644608.74,Comunitat Valenciana,No,Municipio con 20.000 o más y menos de 50.000 habitantes,Una persona,Una persona de 30 a 64 años,Persona sola de menos de 65 años,De 1000 a menos de 1500 €
